Title,Discription,Genre
Jimmy Neutron: Boy Genius,jimmi neutron be a boy geniu and way ahead of hi friend but when it come to be cool he s a littl behind all until one day when hi parent and parent all over earth be kidnap by alien it up to him to lead all the children of the world to rescu their parent,"Action, Adventure, Animation, Comedy, Family, Science Fiction"
Flight of the Phoenix,when an oil rig in the gob desert of mongolian prove unproduct an aircraft crew be send to shut the oper down and fli them out on the flight out over the desert on the way to beij capt frank town and copilot aj be unabl to keep their cargo plane a c119 fli boxcar in the air when a violent sandstorm strike crashland in a remot unchart part of the desert the two pilot and their passeng a crew of oil worker and a drifter must work togeth to surviv by rebuild the aircraft soon low suppli and a band of merciless smuggler add even greater urgenc to their task,"Action, Adventure"
2:22,two plan almost collid after a blind flash of light paralyz air traffic control dylan brandon for a few second suspend from hi job dylan start to notic an omin pattern of sound and event that repeat itself in exactli the same manner everi day end precis at 222 be also draw into a complex relationship with a woman dylan must figur out a way to break the power of the past and take control of time itself,"Mystery, Romance, Science Fiction, Thriller"
Brahms: The Boy II,after a famili move into the heelshir mansion their young son soon make friend with a lifelik doll call brahma,"Horror, Mystery, Thriller"
Thanks for Sharing,a romant comedi that bring togeth three dispar charact who be learn to face a challeng and often confus world as they struggl togeth against a common demon — sex addict,"Comedy, Drama"
The Boondock Saints II: All Saints Day,skill frame by an unknown enemi for the murder of a priest want vigilant mcmanu brother murphi and connor must come out of hide on a sheep farm in ireland to fight for justic in boston,"Action, Crime, Thriller"
La Doublure,catch by tabloid paparazzi with hi mistress elena a famou and beauti fashion model billionair pierr levasseur tri to avoid a divorc by invent a preposter lie he use the presenc of a passerbi in the photo to claim to hi wife that it not him elena be see but the other man one francoi pigeon pigeon be a modest littl man who work as a park valet to make the stori convinc elena have to move in with pigeon,Comedy
Celebrity,the career and person life of writer lee be at a standstil so he divorc hi bash wife robin and dive into a new job as an entertain journalist hi assign take him to the swankiest corner of manhattan but as he jump from one lavish parti to anoth and engag in numer empti romanc he start to doubt the worth of hi work meanwhil top to produc toni fall for robin and introduc her to the world of celebr,"Comedy, Drama"
My Big Fat Greek Wedding 2,the continu adventur of the portokalo famili a follow to the 2002 comedi my big fat greek we d,"Comedy, Romance"
Elvis & Nixon,in 1970 a few day befor christma elvi press show up on the white hous lawn seek to be deput into the bureau of narcot and danger drug by the presid himself,"Comedy, Drama, History"
Boys and Girls,ryan and jennif be opposit who definit do not attract at least that s what they alway believ when they meet as twelveyearold they dislik one anoth when they meet again as teenag they loath each other but when they meet in colleg the uptight ryan and the freespirit jennif find that their differ bind them togeth and a rare friendship develop,"Comedy, Drama, Romance"
G.B.F.,the bitter fight for supremaci between the three most popular girl at north gateway high take an unexpect turn when their classmat tanner be out and becom the school first openli gay student the trio race to bag the big trend in fashion accessori the gay best friend while tanner must decid whether hi skyrocket popular be more import than the friendship he be leav behind,"Comedy, Drama"
Død snø,eight medic student on a ski trip to norway discov that hitler horror live on when they come face to face with a battalion of zombi nazi soldier intent on devour anyon unfortun enough to wander into the remot mountain where they be onc send to die,"Comedy, Horror"
Mission to Mars,when contact be lose with the crew of the first mar expedit a rescu mission be launch to discov their fate,"Adventure, Mystery, Science Fiction"
Die Hart,kevin hart play a version of himself be on a deathdefi quest to becom an action star and with a littl help from john travolta natali emmanuel and josh hartnett he just might pull it off,"Action, Comedy, Thriller"
Bring It On Again,when new student ca nt get onto their colleg cheerlead team they form their own squad and prepar for a cheer off,Comedy
Barbarella,in the far futur a highli sexual woman be task with find and stop the evil duranddurand along the way she encount variou unusu peopl,"Adventure, Comedy, Fantasy, Science Fiction"
Jaws 2,polic chief brodi must protect the citizen of amiti after a second monstrou shark begin terror the water,"Horror, Thriller"
Wrong Turn,jen and a group of friend set out to hike the appalachian trail despit warn to stick to the trail the hiker stray off cours — and cross into land inhabit by the foundat a hide commun of mountain dweller who use deadli mean to protect their way of life,"Drama, Horror, Thriller"
A Score to Settle,a former mob enforc who be releas from prison after serv 22 year for a crime he do n't commit set out on a path for reveng against the peopl who wrong him,"Action, Crime, Drama, Thriller"
Waiting for the Barbarians,at an isol frontier outpost a coloni magistr suffer a crisi of conscienc when an armi colonel arriv look to interrog the local about an impend upris use cruel tactic that horrifi the magistr,"Drama, History"
The Overnight,alex emili and their son re be new to lo angel a chanc meet at the park introduc them to the mysteri kurt charlott and max a famili playdat becom increasingli interest as the night go on,"Comedy, Mystery"
Deep Blue Sea,research on the undersea lab aquat have genet alter the brain of captiv shark to develop a cure for alzheim 's diseas but there s an unexpect side effect the shark get smarter faster and more danger after a big storm damag their remot research facil they must fight for their live,"Action, Horror, Science Fiction"
Dark Star,a group of scientist be send on a mission to destroy unstabl planet 20 year into their mission they have to battl their alien mascot as well as a sensit and intellig bomb devic that start to question the mean of it exist,"Comedy, Science Fiction"
Truth or Dare,a harmless game of truth or dare among friend turn deadli when someon — or someth — begin to punish those who tell a liquor refus the dare,"Horror, Thriller"
Triple 9,a gang of crimin and corrupt cop plan the murder of a polic offic in order to pull off their biggest heist yet across town,"Action, Adventure, Crime, Thriller"
The Ruins,american ami staci jeff and eric look for fun dure a sunni holiday in mexico but they get much more than that after visit an archaeolog dig in the jungl,Horror
Blue Crush,noth get between ann mari and her board live in a beach shack with three roommat she be up befor dawn everi morn to conquer the wave and count the day until the pipe master competit have transplant herself to hawaii with no one bless but her own ann mari find all she need in the adrenalinecharg surf scene until pro quarterback matt bellman come along,"Adventure, Drama, Romance"
The Nut Job 2: Nutty by Nature,when the evil mayor of carton decid to bulldoz liberti park and build a danger amus park in it place surli squirrel and hi ragtag group of anim friend need to band togeth to save their home defeat the mayor and take back the park,"Adventure, Animation, Comedy, Family"
Grand Piano,moment befor hi comeback perform a concert pianist who suffer from stage fright discov a note write on hi music sheet,"Mystery, Thriller"
Q,in a social context deterior by a countrywid econom crisi the life of sever peopl will be turn upsid down after they meet cecil a charact who symbol desir,"Drama, Romance"
Rim of the World,strand at a summer camp when alien attack the planet four teen with noth in common embark on a peril mission to save the world,"Action, Adventure, Comedy, Science Fiction"
Solomon Kane,a nomad with centuri warrior condemn to hell for hi brutal past seek redempt by renounc violenc but find some thing be worth burn for as he fight to free a young puritan woman from the grip of evil,"Action, Adventure, Fantasy"
Get Him to the Greek,pinnacl record have the perfect plan to get their sink compani back on track a comeback concert in la featur aldou snow a fade rockstar who have drop off the radar in recent year record compani intern baron green be face with the monument task of bring hi idol out of control rock star aldou snow back to la for hi comeback show,"Adventure, Comedy, Music"
Georgia Rule,georgia rule follow a rebelli uncontrol teenag who be haul off by her dysfunct mother to spend the summer with her grandmoth her journey will lead all three women to revel of buri famili secret and an understand that regardless what happen the tie that bind can never be break,"Comedy, Drama, Romance"
Someone Like You...,jane goodby have everyth go for her she s a produc on a popular daytim talk show and be in a hot romanc with the show dash execut produc ray but when the relationship go terribl awri jane begin an extens studi of the male anim includ her woman roommat eddi jane put her studi and romant misadventur to use as a pseudonym sex columnist and becom a sensat,"Comedy, Romance"
Surveillance,an fbi agent track a serial killer with the help of three of hi wouldb victim all of whom have wildli differ stori to tell,"Horror, Mystery, Thriller"
RoboCop 2,after a success deploy of the robocop law enforc unit ocp see it goal of urban pacif come closer and closer but as thi develop a new narcot know as nuke invad the street lead by goddeliri leader cane as thi menac grow it may prove to be too much for murphi to handl ocp tri to replic the success of the first unit but end up with fail prototyp with suicid issu until do fax a scientist stray away from cop path use cane as the new subject for the robocop 2 project a live god,"Action, Adventure, Crime, Science Fiction, Thriller"
In Good Company,dan foreman be a season advertis sale execut at a highrank public when a corpor takeov result in him be place under naiv supervisor carter dryer who be half hi age matter be make wors when dan new supervisor becom romant involv with hi daughter an 18 yearli colleg student alex,"Comedy, Drama, Romance"
The Desperate Hour,a woman desper race to save her child after polic place her hometown on lockdown due to an activ shooter incid,Thriller
Pan,live a bleak exist at a london orphanag 12yearold peter find himself whisk away to the fantast world of neverland adventur await as he meet new friend jam hook and the warrior tiger lili they must band togeth to save neverland from the ruthless pirat blackboard along the way the rebelli and mischiev boy discov hi true destini becom the hero forev know as peter pan,"Action, Adventure, Family, Fantasy"
The 6th Day,a world of the veri near futur in which cattl fish and even the famili pet can be clone but clone human be illeg that be until famili man adam gibson come home from work one day to find a clone have replac him take from hi famili and plung into a sinist world he do n't understand gibson must not onli save himself from the assassin who must destroy him to protect their secret but uncov who and what be behind the horribl thing happen to him,"Action, Mystery, Science Fiction"
Between Two Ferns: The Movie,galifianaki dream of becom a star but when will farrel discov hi public access to show between two fern and upload it to funni or die zach becom a viral laugh stock now zach and hi crew be take a road trip to complet a seri of highprofil celebr interview and restor hi reput,Comedy
Ghosts of Girlfriends Past,when notori woman connor mead attend hi brother pal we d he be forc to reevalu hi behavior as he come facetofac with the ghost of girlfriend past present and futur along with hi deceas uncl the experi chang hi attitud and allow him to reconnect with hi first and onli love jenni,"Comedy, Fantasy, Romance"
Jack Reacher: Never Go Back,when major susan turner be arrest for treason investig jack reacher undertak the challeng task to prove her innoc and end up expos a shock conspiraci,"Action, Thriller"
Good Kill,in the shadowi world of drone warfar combat unfold like a video game – onli with real live at stake after six tour of duti air forc pilot tom egan now fight the taliban from an aircondit bunker in the nevada desert but as he yearn to get back in the cockpit of a real plane and becom increasingli troubl by the collater damag he caus each time he push a button gang nerv — and hi relationship with hi wife — begin to unravel,Drama
"I Love You, Beth Cooper",a valedictorian declar of love for a highschool cheerlead launch a night of revelri reflect and romanc for a group of graduat senior,"Comedy, Romance"
The Borrowers,the fourinchtal clock famili secretli share a hous with the normal lender famili borrow such item as thread safeti pin batteri and scrap of food howev their peac coexist be disturb when evil lawyer odiou i potter steal the will grant titl to the hous which he plan to demolish in order to build apart the lender be forc to move and the clock face the risk of be expos to the normal world,"Action, Adventure, Comedy, Family, Fantasy"
Psycho Goreman,sibl mimi and luke unwittingli resurrect an ancient alien overlord use a magic amulet they forc the monster to obey their childish whim and accident attract a rogu galleri of intergalact assassin to smalltown suburbia,"Comedy, Horror, Science Fiction"
Ninja,a western name casey studi ninjutsu in japan be ask by the sensei to return to new york to protect the legendari yori bit an armor chest that contain the weapon of the last yoga ninja,"Action, Crime, Drama, Thriller"
Wishmaster,the djinn have be releas from hi ancient prison seek to captur the soul of the woman who discov him therebi open a portal and free hi fellow djinn to take over the earth,"Fantasy, Horror"
Tanguy,tangi be 28 year old and still live with hi parent they think it time he move out he do n't so they hatch a plan,Comedy
Manhattan Night,porter wren be a manhattan tabloid writer with an appetit for scandal on the beat he sell murder tragedi and anyth that pass for the truth at home he be a dedic husband and father but when carolin a seduct stranger ask him to dig into the unsolv murder of her filmmak husband simon he be draw into a veri nasti case of sexual obsess and blackmail that threaten hi job hi marriag and hi life,"Drama, Mystery, Thriller"
Batman v Superman: Dawn of Justice,fear the action of a godlik super hero leav uncheck gotham citi 's own formid forc vigilant take on metropoli most rever modern savior while the world wrestl with what sort of hero it realli need and with batman and superman at war with one anoth a new threat quickli aris put mankind in greater danger than it 's ever know befor,"Action, Adventure, Fantasy"
Red Riding Hood,valeri be in love with a brood outsid peter but her parent have arrang for her to marri anoth man unwil to lose each other valeri and peter plan to run away togeth when valeri older sister be kill by a werewolf that prowl the dark forest surround their villag panic grip the town as valeri discov that she have a uniqu connect to the headston that inexor draw them togeth make her both suspect bait,"Action, Adventure, Fantasy, Horror, Thriller"
Thick as Thieves,a master thief recruit a notori thief to help him steal two famou faeri egg from an impenetr vault in an effort to pull off one final job and repay hi debt to the russian mob,"Action, Crime, Thriller"
Senior Year,a thirtysevenyearold woman wake up from a twentyyear coma and return to the high school where she be onc a popular cheerlead to finish her senior year and becom prom queen,Comedy
Killers,when an elit assassin marri a beauti comput whiz after a whirlwind romanc he give up the gun and settl down with hi new bride that be until he learn that someon from hi past have put a contract out on hi life,"Action, Comedy, Romance, Thriller"
Persuasion,live with her snobbi famili on the brink of bankruptci ann elliot be an conform woman with modern sensibl when frederick wentworth the dash one she onc send away crash back into her life ann must choos between put the past behind her or listen to her heart when it come to second chanc,"Comedy, Drama, Romance"
iBoy,after an accid tom wake from a coma to discov that fragment of hi smart phone have be emb in hi head and wors that return to normal teenag life be imposs becaus he have develop a strang set of super power,"Action, Science Fiction"
The Last Witch Hunter,the modern world hold mani secret but by far the most astound be that witch still live among us viciou supernatur creatur intent on unleash the black death upon the world and put an end to the human race onc and for all armi of witch hunter have battl thi unnatur enemi for centuri includ launder a valiant warrior who mani year ago slay the allpow witch queen decim her follow in the process in the moment right befor her death the queen curs launder with immort forev separ him from hi belov wife and daughter today launder be the last live hunter who have spend hi immort life track down rogu witch all the while yearn for hi longest famili,"Action, Adventure, Fantasy"
24 Hours To Live,an assassin seek redempt after be give a second chanc at life,"Action, Mystery, Science Fiction, Thriller"
Walk of Shame,a report dream of becom a news anchor be compromis after a overnight stand leav her strand in downtown la without a phone car i d or money and onli 8 hour to make it to the most import job interview of her life,Comedy
Immaturi - Il viaggio,after the event of the first movi the immatur go on a trip to the greek island of part,Comedy
La Nouvelle Guerre des boutons,occupi franc zebra lead a play war between two rival kid gang but a girl he like who s jewish be in danger of be discov by local nazi sympathis zebra and the villag must now respond to the realiti of what s happen,"Adventure, Family"
Deuce Bigalow: Male Gigolo,deuc bungalow be a less than attract down on hi luck aquarium cleaner one day he wreck the hous of a gigolo and need quick money to repair it the onli way he can make it be to becom a gigolo himself take on an unusu mix of femal client he encount a coupl of problem though he fall in love with one of hi unusu client and a sleazi polic offic be hot on hi trail,Comedy
The Fan,when the san francisco giant pay centerfield bobbi rayborn 40 million to lead their team to the world seri no one be happier or more support than 1 fan gil renard when rayborn becom mire in the worst slump of hi career the obsess renard decid to stop at noth to help hi idol regain hi former glori — not even murder,"Action, Thriller"
Baby Mama,a success singl businesswoman who dream of have a babi discov she be infertil and hire a work class woman to be her unlik surrog,"Comedy, Romance"
Fatal,fatal a diminut for fatal bazooka a blingbl and hardcor rapper a huge music star million of fan ten of hit 4 i artist of the year i music award of music a rang of fashion a magazin and soon hi own amus park farmland he be the undisput number one until,Comedy
Doomsday,the lethal reaper viru spread throughout britain — infect million and kill hundr of thousand author brutal and success quarantin the countri but three decad later the viru resurfac in a major citi an elit group of specialist be urgent dispatch into the stillquarantin countri to retriev a cure by ani mean necessari shut off from the rest of the world the unit must battl through a landscap that have becom a wake nightmar,"Action, Science Fiction, Thriller"
Guess Who,when a young africanamerican woman bring her fianc home to meet her parent she s neglect to mention one tini detail he s white,"Comedy, Romance"
I Know What You Did Last Summer,after four high school friend be involv in a hitandrun road accid they dispos of the bodi and vow to keep the incid a secret a year later they each start receiv anonym letter bear the warn i know what you do last summer,"Horror, Mystery, Thriller"
Crush,a secret admir crush on a high school athlet take a fatal turn,Thriller
Passenger 57,an infam terrorist have evad captur for a long time by be extrem clever and ruthless thing get interest when he hijack a plane carri famou secur expert john cutter who be n't about to stand for thi sort of thing,"Action, Adventure, Thriller"
The League of Extraordinary Gentlemen,to prevent a world war from break out famou charact from victorian literatur band togeth to do battl against a cun villain,"Action, Fantasy, Science Fiction, Thriller"
Prime,a career drive profession from manhattan be woo by a young painter who also happen to be the son of her psychoanalyst,"Comedy, Drama, Romance"
Larry Crowne,when he suddenli find himself without hi longstand bluecollar job larri crown enrol at hi local colleg to start over there he becom part of an eclect commun of student and develop a crush on hi teacher,"Comedy, Drama, Romance"
When in Rome,teenag sister charli and lola be on the verg of an experi beyond their wildest dream pack your bag and jet off to rome as the girl start their summer internship work for the legendari derek hanson the total cool intern tycoon whose empir reach from airlin to cuttingedg fashion amid the fabul sight of thi excit citi the girl do their best to impress their boss while still find time to design their own line of veri hip cloth meet some veri cute guy and turn their summer abroad into one awesom adventur they and you will never forget,"Adventure, Family, Romance"
Igor,a clich hunchback evil scientist assist aspir to becom a scientist himself much to the displeasur of the rest of the evil scienc commun,"Animation, Comedy, Family, Fantasy, Horror"
Critters 2,a batch of unhatch critter egg be mistak for easter egg by the countryfolk inhabit of grove bend and befor long the feroci furbal be on the rampag again,"Comedy, Horror, Science Fiction"
Knockaround Guys,four son of wellknown new york mobster must retriev a bag of cash from a small montana town rule by a corrupt sheriff,"Crime, Thriller"
Ma che bella sorpresa,high school professor guido be a hopeless romant whose life fall apart after hi girlfriend leav him for anoth man paolo a former student of hi help him to exit hi depress onli in order to becom a pe teacher himself,Comedy
No Good Deed,terri be a devot wife and mother of two live an ideal suburban life in atlanta when colin a charm but danger escap convict show up at her door claim car troubl terri offer her phone to help him but soon learn that no good deed go unpunish as she find herself fight for surviv when he invad her home and terror her famili,"Crime, Thriller"
Parental Guidance,arti and dian agre to look after their three grandkid when their type helicopt parent need to leav town for work problem aris when the kid 21stcenturi behavior collid with arti and dane oldschool method,Comedy
Hobo with a Shotgun,a vigilant homeless man pull into a new citi and find himself trap in urban chao a citi where crime rule and where the citi crime boss reign see an urban landscap fill with arm robber corrupt cop abus prostitut and even a pedophil santa the hobo go about bring justic to the citi the best way he know how with a gaug shotgun mayhem ensu when he tri to make thing better for the futur gener street justic will inde prevail,"Action, Crime, Thriller"
15 Minutes,when eastern european crimin oleg and emil come to new york citi to pick up their share of a heist score oleg steal a video camera and start film their activ both legal and illeg when they learn how the american media circu can make a remorseless killer look like the victim and make them rich they target mediasavvi nypd homicid detect eddi flem and mediana ani fire marshal jodi warsaw the cop investig their murder and torch of their former crimin partner film everyth to sell to the local tabloid to show top stori,"Action, Crime, Thriller"
The Boy,an american nanni be shock that her new english famili boy be actual a lifes doll after she violat a list of strict rule disturb event make her believ that the doll be realli aliv,"Horror, Mystery, Thriller"
The Oxford Murders,at oxford univers a professor and a grad student work togeth to tri and stop a potenti seri of murder seemingli link by mathemat symbol,"Crime, Mystery, Thriller"
Wild Hogs,restless and readi for an adventur four suburban biker leav the safeti of their subdivis and head out on the open road but complic ensu when they cross path with an intimid band of new mexico biker know as the del fuego,"Action, Adventure, Comedy"
Deception,as a corpor auditor who work in a number of differ offic jonathan quarri wander without an anchor among new work power broker a chanc meet with charismat lawyer wyatt lose lead to jonathan introduct to the list an underground sex club jonathan begin an affair with a woman know onli as i who introduc jonathan to a world of treacheri and murder,"Mystery, Thriller"
Moschettieri del Re - La penultima missione,in 17thcenturi franc the queen bring the three musket i etho portho arm and an age d'artagnan i back from retir for one last job save her son loui and the whole kingdom,"Adventure, Comedy"
The Ones Below,a young affluent coupl expect their first child hit it off with the new coupl that move in downstair until a dinner parti between them end in a shock accid,Thriller
Scusa ma ti chiamo amore,alex bell be a 37 year old advertis execut whose fianc elena have just leav him and who be have difficulti at work tri to think of a good advertis campaign for a new japanes product niki be a bubbl 17 year old student she have three best friend with whom she share all her problem and an annoy boyfriend fabio who be set on get her back but niki not interest one day on hi way to work alex collid with niki on a citi street they soon begin a romanc despit their year age gap,Comedy
Leviathan,underwat deeper miner encount a soviet wreck and bring back a danger cargo to their base on the ocean floor with horrifi result the crew of the mine base must fight to surviv against a genet mutat that hunt them down one by one,"Action, Adventure, Horror, Science Fiction, Thriller"
Edtv,video store clerk ed agre to have hi life film by a camera crew for a to network,Comedy
An American Werewolf in Paris,an american man unwittingli get involv with werewolv who have develop a serum allow them to transform at will,"Comedy, Fantasy, Horror"
Captain Corelli's Mandolin,when a fisherman leav to fight with the greek armi dure world war ii hi fianc fall in love with the local italian command,"Drama, Romance, War"
Hubie Halloween,huge debri despit hi devot to hi hometown of salem massachusett and it legendari halloween celebr be a figur of mockeri for kid and adult alik but thi year someth realli be go bump in the night and it 's up to huge to save halloween,"Comedy, Horror, Mystery"
She's Funny That Way,on the set of a playwright new project a love triangl form between hi wife her lover and the call girlturnedactress cast in the product,"Comedy, Romance"
Lakeview Terrace,a young interraci coupl have just move into their california dream home when they becom the target of their nextdoor neighbor who disapprov of their relationship a tightli wind lapd offic have appoint himself the watchdog of the neighborhood hi nightli foot patrol and overli watch eye bring comfort to some but he becom increasingli aggress to the newlyw these persist intrus into their live caus the coupl to fight back,"Crime, Drama, Thriller"
A Guy Thing,paul mors be a good guy when hi friend throw him a wild bachelor parti he just want to keep hi conscienc clean which be whi he s shock when he wake up in bed with a beauti girl name becki and ca nt rememb the night befor desper to keep hi fianc karen from find out what may or may not be the truth he tell her a teensi lie soon hi lie be spiral out of control and hi life be a seri of comic misunderstand,"Comedy, Romance"
The Package,when a group of teenag go on a spring break camp trip an unfortun accid set off a race to save their friend most prize possess,Comedy
The Meddler,with a new iphon an apart near the grove and a comfort bank account leav to her by her belov late husband marni minervini have happili reloc from new jersey to lo angel to be near her daughter lori a success but still singl screenwrit and smother her with motherli love but when the dozen of text unexpect visit and convers domin by unsolicit advic forc lori to draw strict person boundari marni find way to channel her etern optim and forc generos to chang the live of other as well as her own and find a new purpos in life,"Comedy, Drama"
Sisters,two disconnect sister be summon to clean out their childhood bedroom befor their parent sell their famili home,Comedy
Drinking Buddies,weekend trip offic parti late night convers drink on the job marriag pressur biolog clock hold eye contact a second too long you know what make the line between friend and more than friend realli blurri beer,"Comedy, Drama, Romance"
Deadfall,a thriller that follow two sibl who decid to fend for themselv in the wake of a botch casino heist and their unlik reunion dure anoth famili thanksgiv celebr,"Crime, Drama, Thriller"
องค์บาก 3,tien be captur and almost beat to death befor he be save and bring back to the kana phone villag there he be teach medit and how to deal with hi karma but veri soon hi arch rival return challeng tien for a final duel,"Action, Adventure, History"
The 5th Wave,16yearold cassi sullivan tri to surviv in a world devast by the wave of an alien invas that have alreadi decim the popul and knock mankind back to the stone age,"Action, Adventure, Science Fiction"
Victor Frankenstein,eccentr scientist victor von frankenstein creat a grotesqu creatur in an unorthodox scientif experi,"Drama, Science Fiction, Thriller"
The Last House on the Left,two girl go on a careless hunt to buy marijuana and end up captiv of four maniac prison escap the girl be then subject to obscen tortur,"Horror, Thriller"
The Relic,a homicid detect team up with an evolutionari biologist to hunt a giant creatur that be kill peopl in a chicago museum,"Horror, Mystery, Thriller"
Private Benjamin,a shelter young high societi woman join the armi on a whim and find herself in a more difficult situat than she ever expect,Comedy
Nurse Betty,what happen when a person decid that life be mere a state of mind if your betti a smalltown waitress and soap opera fan from fair oak kansa you refus to believ that you ca nt be with the love of your life just becaus he do n't realli exist after all life be no excus for not live traumat by a savag event betti enter into a fugu state that allow even encourag her to keep function in a kind of altern realiti,"Comedy, Crime, Thriller"
House of Wax,a group of unwit teen be strand near a strang wax museum and soon must fight to surviv and keep from becom the next exhibit,"Horror, Mystery, Thriller"
Species,in 1993 the search for extra terrestri intellig project receiv a transmiss detail an alien dna structur along with instruct on how to splice it with human dna the result be sil a sensual but deadli creatur who can chang from a beauti woman to an armourpl kill machin in the blink of an eye,"Action, Horror, Science Fiction"
Come to Daddy,after receiv a cryptic letter from hi estrang father normal travel to hi dad 's oceanfront home for what he hop will be a posit experi if onli head know the dark truth about hi old man beforehand,"Comedy, Horror, Thriller"
机器之血,jacki chan star as a harden special forc agent who fight to protect a young woman from a sinist crimin gang at the same time he feel a special connect to the young woman like they meet in a differ life,"Action, Science Fiction, Thriller"
Grimsby,wrong accus and on the run a top mix assassin join forc with hi longest footbal hooligan brother to save the world from a sinist plot,"Action, Comedy"
Anon,set in a nearfutur world where there be no privaci ignor or anonym our privat memori be record and crime almost ceas to exist in tri to solv a seri of unsolv murder sal friend stumbl onto a young woman who appear to have subvert the system and disappear she have no ident no histori and no record sal realiz it may not be the end of crime but the begin know onli as the girl sal must find her befor he becom the next victim,Science Fiction
L'Enquête corse,jack palmer be a parisbas detect with a huge ego ang leon be a rebel nativ of corsican whose locat ca nt be pin down by even the most dog of detect approach by an obscur smalltim attorney and charg with the seemingli simpl task of locat the miss leon gift gumsho palmer accept the job under the assumpt that it will be the easiest money of hi profession career but thi superstar sleuth be about to find out just how mistak he be,Comedy
Death to Smoochy,tell the stori of rainbow randolph the corrupt costum star of a popular children to show who be fire over a briberi scandal and replac by squeakyclean smoochi a puffi fascia rhinocero as smoochi catapult to fame score hit rat and the affect of a network execut randolph make the unsuspect rhino the target of hi numer outrag attempt to exact reveng and reclaim hi statu as america sweetheart,"Comedy, Crime, Drama, Thriller"
The American,dispatch to a small italian town to await further order assassin jack embark on a doubl life that may be more relax than be good for him,"Crime, Drama, Thriller"
Zardoz,in the far futur a savag train onli to kill find a way into the commun of bore immort that alon preserv human achiev,"Action, Fantasy, Science Fiction, Thriller"
1922,a simpl yet proud rancher conspir to murder hi wife for financi gain convinc hi teenag son to particip,"Crime, Drama, Horror"
The Tournament,everi ten year in an unsuspect town the tournament take place a battl royal between 30 of the world deadliest assassin the last man stand receiv the 10000000 cash prize and the titl of world no 1 assassin which itself carri the legendari million dollarabullet price tag,"Action, Horror, Thriller"
The Forgotten,telli pretti be a griev mother struggl to cope with the loss of her 8yearold son she be stun when her psychiatrist reveal that she have creat eight year of memori about a son she never have but when she meet a man who have have a similar experi telli embark on a search to prove her son exist and her saniti,"Drama, Mystery, Science Fiction, Thriller"
Les affamés,in an isol rural commun of queen canada some inhabit attack other peopl hungri for human flesh a few survivor gather and go deep into the forest to escap them,"Drama, Horror, Science Fiction"
Mr. Popper's Penguins,jim carri star as tom popper a success businessman who 's clueless when it come to the realli import thing in lifeuntil he inherit six ador penguin each with it own uniqu person soon tomb rambuncti roommat turn hi swank new york apart into a snowi winter wonderland i and the rest of hi world upsidedown,"Comedy, Family"
Ken Park,ken park focu on sever teenag and their torment home live shawn seem to be the most convent tate be brim with psychot rage claud be habitu harass by hi brutish father and coddl rather uncomfort by hi enorm pregnant mother peach look after her devoutli religi father but yearn for freedom there all rather tight or so they claim,Drama
Hostel,three backpack head to a slovakian citi that promis to meet their hedonist expect with no idea of the hell that await them,Horror
Day of the Woman,after a young writer be brutal attack and leav for dead by four men she systemat hunt them down one by one to exact a terribl vengeanc,"Horror, Thriller"
The Ewok Adventure,wicket the wok and hi friend agre to help two shipwreck human children mace and cinder on a quest to find their parent,"Adventure, Family, Fantasy, Science Fiction, TV Movie"
Men in Black: International,the men in black have alway protect the earth from the scum of the univers in thi new adventur they tackl their biggest most global threat to date a mole in the men in black organ,"Action, Comedy, Science Fiction"
Open Grave,a man awak without memori in a pit full of bodi and must figur out if the peopl who rescu him be the killer or if he be the murder,"Horror, Mystery, Thriller"
The Santa Clause 2,better watch out the big guy in red be come to town onc again thi time scott calvin also know as santa clau find out there s an obscur claus in hi contract requir him to take on a wife he have to leav the north pole to fulfil hi oblig or els hell be forc to give up hi yuletid gig,"Comedy, Family, Fantasy"
The Void,in the middl of a routin patrol offic daniel carter happen upon a bloodsoak figur limp down a desert stretch of road he rush the young man to a nearbi rural hospit staff by a skeleton crew onli to discov that patient and personnel be transform into someth inhuman as the horror intensifi carter lead the other survivor on a hellish voyag into the subterranean depth of the hospit in a desper bid to end the nightmar befor it too late,"Horror, Mystery, Science Fiction"
Almost Christmas,walter meyer be a retir mechan who lose the love of hi life one year earlier now that the holiday season be here he invit daughter rachel and cheryl and son christian and evan to hi hous for a tradit celebr poor walter soon realiz that if hi bicker children and the rest of the famili can spend five day togeth under the same roof it will truli be a christma miracl,"Comedy, Drama"
The Machine,alreadi deep into a second cold war britain 's ministri of defens seek a gamechang weapon programm vincent mccarthi unwittingli provid an answer in the machin a superstr human cyborg when a program bug caus the prototyp to decim hi lab mccarthi take hi obsess effort underground far away from inquisit eye,"Science Fiction, Thriller"
Cedar Rapids,a naiv midwestern insur salesman travel to a digniti convent in an effort to save the job of hi cowork,Comedy
The Nines,a troubl actor a televis show runner and an acclaim videogam design find their live intertwin in mysteri and unsettl way,"Drama, Fantasy, Mystery, Thriller"
Open Season: Scared Silly,the human and anim believ a werewolf be on the loos and former hunter shaw use the opportun to reopen the season book elliot and my weeni have to face their fear and find the werewolf to get the season close perman,"Adventure, Animation, Comedy, Family"
